"LOCATION ACCOUNT #","BUSINESS NAME","DBA NAME","STREET ADDRESS","CITY","ZIP CODE","LOCATION DESCRIPTION","MAILING ADDRESS","MAILING CITY","MAILING ZIP CODE","NAICS","PRIMARY NAICS DESCRIPTION","COUNCIL DISTRICT","LOCATION START DATE","LOCATION END DATE","LOCATION"
"0003294022-0001-6","DIMAS LINARES",,"2136 W 27TH STREET","LOS ANGELES","90018-3017","2136 27TH 90018","2136 W 27TH STREET","LOS ANGELES","90018-3017","445100","Grocery stores (including supermarkets & convenience stores without gas)","10","01/01/2022",,"POINT (34.0306 34.0306)"
"0003294199-0001-1","ANSS MARKET LLC",,"105 W CENTURY BLVD UNIT #102","LOS ANGELES","90003-4674","105 CENTURY 90003-4674","1325 W ROSECRANS AVENUE APT #100","GARDENA","90247-2434","445100","Grocery stores (including supermarkets & convenience stores without gas)","8","01/31/2022",,"POINT (-118.2743 33.9459)"
"0003295373-0001-1","SMY TRADING INC","KTOWN VAPE SHOP","3191 1/2 W OLYMPIC BLVD","LOS ANGELES","90006-2461","3191 OLYMPIC 90006-2461","3191 1/2 W OLYMPIC BLVD","LOS ANGELES","90006-2461","445100","Grocery stores (including supermarkets & convenience stores without gas)","10","01/01/2022",,
"0003295389-0001-1","MEJIA'S CORP","MEJIA'S GENERAL STORE","7515 S CENTRAL AVENUE","LOS ANGELES","90001-2426","7515 CENTRAL 90001","7515 S CENTRAL AVENUE","LOS ANGELES","90001-2426","445100","Grocery stores (including supermarkets & convenience stores without gas)","9","01/07/2022",,"POINT (33.9715 33.9715)"
"0003297091-0001-9","PETRO AND FOOD MART MANAGEMENT GROUP INC",,"1702 S ROBERTSON BLVD UNIT #137","LOS ANGELES","90035-4316","1702 ROBERTSON 90035","1702 S ROBERTSON BLVD UNIT #137","LOS ANGELES","90035-4316","445100","Grocery stores (including supermarkets & convenience stores without gas)","5","04/30/2020",,"POINT (34.0487 34.0487)"
"0003297425-0001-4","TONY LAM",,"3104 N EASTERN AVENUE","LOS ANGELES","90032-2104","3104 EASTERN 90032",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","14","02/12/2022",,"POINT (34.0812 34.0812)"
"0003297746-0001-1","RE GROCERY MAR VISTA LLC","RE GROCERY","12928 VENICE BLVD","LOS ANGELES","90066-","12928 VENICE 90066","5046 YORK BLVD","LOS ANGELES","90042-1714","445100","Grocery stores (including supermarkets & convenience stores without gas)","0","04/01/2022",,"POINT (0 0)"
"0003298208-0001-1","BABY'S WORLD NUTRITION CENTER INC","BABY'S WORLD NUTRITION CENTER","8320 COMPTON AVENUE UNIT","LOS ANGELES","90001-3918","8320 COMPTON 90001","8320 COMPTON AVENUE UNIT","LOS ANGELES","90001-3918","445100","Grocery stores (including supermarkets & convenience stores without gas)","0","02/01/2022",,"POINT (33.9625 33.9625)"
"0003298245-0001-2","MARISOL GALENO","ANGELICAS MARKET","8902 S AVALON BLVD","LOS ANGELES","90003-3810","8902 AVALON 90003","1249 E 54TH STREET","LOS ANGELES","90011-4711","445100","Grocery stores (including supermarkets & convenience stores without gas)","9","01/01/2021",,"POINT (33.9554 33.9554)"
"0003298535-0001-3","MARIA SANTOS","ANGELICAS MARKET","8902 S AVALON BLVD","LOS ANGELES","90003-3810","8902 AVALON 90003","9611 HOLMES AVENUE","LOS ANGELES","90002-2448","445100","Grocery stores (including supermarkets & convenience stores without gas)","9","05/01/2021",,"POINT (33.9554 33.9554)"
"0003298810-0001-8","JOSE ELIAS MATEO PABLO","MINI MARKET LA BENDICION","5112 S CENTRAL AVENUE","LOS ANGELES","90011-4714","5112 CENTRAL 90011-4714","5112 S CENTRAL AVENUE","LOS ANGELES","90011-4714","445100","Grocery stores (including supermarkets & convenience stores without gas)","9","03/01/2022",,
"0003299382-0001-9","YESICA PERES","ALLIS MARKET","12003 S FIGUEROA STREET","LOS ANGELES","90061-1303","12003 FIGUEROA 90061","1919 N SANTA FE AVENUE APT #E","COMPTON","90221-1032","445100","Grocery stores (including supermarkets & convenience stores without gas)","15","01/01/2021",,"POINT (33.9234 33.9234)"
"0003299495-0001-4","QUICKMART CORPORATION",,"216 E 6TH BUILDING","LOS ANGELES","90014-2119","216 6TH 90014-2119","216 E 6TH STREET BUILDING","LOS ANGELES","90014-2119","445100","Grocery stores (including supermarkets & convenience stores without gas)","14","02/09/2022",,"POINT (34.0443 34.0443)"
"0003299495-0002-2","QUICKMART CORPORATION","SLAUSON DRIVE-THRU","5800 WEST BLVD","LOS ANGELES","90043-3023","5800 WEST 90043-3023",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","8","05/15/2025",,"POINT (-118.3349 33.9887)"
"0003303488-0001-9","NANVAEI & KABAB SHATER ABASS INC",,"1437 WESTWOOD BLVD","LOS ANGELES","90024-4911","1437 Westwood 90024-4911",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","5","01/10/2021",,"POINT (-118.4415 34.0548)"
"0003304392-0001-4","MERCADO TLACOULA","MERCADO TLACOLULA","5171 VENICE BLVD","LOS ANGELES","90019-5201","5171 VENICE 90019","5171 VENICE BLVD","LOS ANGELES","90019-5201","445100","Grocery stores (including supermarkets & convenience stores without gas)","10","01/01/2021",,"POINT (34.0451 34.0451)"
"0003304753-0001-7","ROOP ENTERPRISES INC","LA CIRCLE K","3360 E OLYMPIC BLVD","LOS ANGELES","90023-3724","3360 OLYMPIC 90023","32 LOS INDIOS","IRVINE","92618-8863","445100","Grocery stores (including supermarkets & convenience stores without gas)","14","04/15/2022",,"POINT (34.0185 34.0185)"
"0003306871-0001-8","ISSAKA INC",,"4342 DEGNAN BLVD","LOS ANGELES","90008-4909","4342 DEGNAN 90008","4056 HALLDALE AVENUE","LOS ANGELES","90062-1850","445100","Grocery stores (including supermarkets & convenience stores without gas)","10","03/16/2020",,"POINT (34.0049 34.0049)"
"0003308275-0001-1","RODAS MARKET INC","EL RANCHITO MARKET","3293 FLETCHER DRIVE","LOS ANGELES","90065-2919","3293 FLETCHER 90065-2919",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","13","02/28/2022",,"POINT (34.1181 34.1181)"
"0003308332-0001-1","SUNSET SMOKE SHOP","SUNSET PET CARE","5229 W SUNSET BLVD","LOS ANGELES","90027-5709","5229 SUNSET 90027","5229 W SUNSET BLVD","LOS ANGELES","90027-5709","445100","Grocery stores (including supermarkets & convenience stores without gas)","13","01/22/2022",,"POINT (34.0982 34.0982)"
"0003309965-0001-2","MIGUEL A AGUILAR","EL DOLARITO +","2460 FAIRMOUNT STREET","LOS ANGELES","90033-2502","2460 FAIRMOUNT 90033-2502",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","0","05/10/2022",,
"0003310595-0001-1","SEHOON KANG / HEYSOON AN","T & J MARKET","1437 W 11TH STREET","LOS ANGELES","90015-1227","1437 11th 90015-1227",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","1","04/14/2022",,"POINT (-118.2723 34.0468)"
"0003310713-0001-0","IOP VAPES LLC",,"7454 MELROSE AVENUE","LOS ANGELES","90046-7524","7454 Melrose 90046-7524",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","5","05/01/2022",,"POINT (-118.3524 34.0834)"
"0003312823-0001-6","PETRA MARKET LLC","PETRA MARKET","655 S FLOWER STREET","LOS ANGELES","90017-2805","655 Flower 90017-2805",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","14","03/01/2022",,"POINT (-118.2585 34.0492)"
"0003313159-0001-4","NEW RELIANCE LLC","RELIANCE MINI MARKET","8503 S VERMONT AVENUE","LOS ANGELES","90044-3425","8503 VERMONT 90044-3425","8501 1/2 S VERMONT AVENUE","LOS ANGELES","90044-3425","445100","Grocery stores (including supermarkets & convenience stores without gas)","8","05/03/2022",,
"0003313714-0001-6","KAYLAAH MEAT MARKET LLC",,"5330 WHITTIER BLVD","LOS ANGELES","90022-4015","5330 WHITTIER 90022","5330 WHITTIER BLVD","LOS ANGELES","90022-4015","445100","Grocery stores (including supermarkets & convenience stores without gas)","0","04/30/2022",,"POINT (34.0198 34.0198)"
"0003315625-0001-1","SUPRMARKT",,"3526 W SLAUSON AVENUE","LOS ANGELES","90043-2428","3526 SLAUSON 90043","3526 W SLAUSON AVENUE","LOS ANGELES","90043-2428","445100","Grocery stores (including supermarkets & convenience stores without gas)","8","08/01/2022",,"POINT (33.9888 33.9888)"
"0003316243-0001-3","FRANCISCO COS HERNANDEZ","THE BLESSING MARKET","2520 COMPTON AVENUE","LOS ANGELES","90011-1828","2520 COMPTON 90011","822 S LAKE STREET","LOS ANGELES","90057-4014","445100","Grocery stores (including supermarkets & convenience stores without gas)","9","05/01/2022",,"POINT (34.0152 34.0152)"
"0003316274-0001-9","QUICKMART CORP","BIG APPLE","630 S LOS ANGELES STREET #B1","LOS ANGELES","90014-3452","630 LOS ANGELES 90014-3452",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","14","02/28/2022",,
"0003316581-0001-3","LA YALALTEQUITA, INC.","LA YALALTEQUITA MARKET","8681 VENICE BLVD","LOS ANGELES","90034-2531","8681 VENICE 90034-2531",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","10","06/01/2022",,
"0003317254-0001-9","MARISOL TZITA VASQUEZ","TIENDA CHAPIN","4361 AVALON BLVD","LOS ANGELES","90011-5646","4361 Avalon 90011-5646",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","9","01/02/2022",,"POINT (-118.2656 34.0045)"
"0003317707-0001-5","RZ & SR STATION INC","CHEVERON GAS STATION AND MINI-MART","6303 S FIGUEROA STREET","LOS ANGELES","90003-1025","6303 Figueroa 90003-1025",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","8","04/01/2022",,"POINT (-118.2831 33.9821)"
"0003318142-0001-5","CELESTINA JUAREZ ORTEGA","COMMUNITY MINI MARKET","8025 S MAIN STREET","LOS ANGELES","90003-2407","8025 Main 90003-2407",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","9","06/02/2022",,"POINT (-118.2743 33.9662)"
"0003318480-0001-5","MARIO MARTINEZ MEDRANO","HEIDY'S MINI MARKET","5413 S MAIN STREET","LOS ANGELES","90037-4135","5413 MAIN 90037-4135",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","0","07/01/2022",,"POINT (-118.2741 33.9931)"
"0003321986-0001-9","BABA'S CORPORATION","BABA'S HOT CHICKEN","8822 S VERMONT AVENUE","LOS ANGELES","90044-4832","8822 VERMONT 90044-4832",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","0","07/01/2022",,
"0003321986-0002-7","BABA'S CORPORATION","QUICKMART","2171 W FLORENCE AVENUE","LOS ANGELES","90047-2141","2171 Florence 90047-2141",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","8","07/14/2023",,"POINT (-118.3175 33.9749)"
"0003323993-0001-3","J & M WATER",,"4104 VERDUGO ROAD","LOS ANGELES","90065-3821","4104 VERDUGO 90065",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","13","06/01/2022",,"POINT (34.1254 34.1254)"
"0003325164-0001-6","HILDA JUAREZ","ALL COMMUNITY SMOKE & MUNCH","6615 S WESTERN AVENUE","LOS ANGELES","90047-1835","6615 Western 90047-1835","1629 1/2 W 37TH PLACE","LOS ANGELES","90018-4564","445100","Grocery stores (including supermarkets & convenience stores without gas)","8","06/23/2022",,"POINT (-118.3091 33.979)"
"0003327516-0001-4","CONSTELLATION CC PARTNERS LLC","CONSTELLATION SUNDRIES AND GIFTS","10250 CONSTELLATION BLVD SUITE #100","LOS ANGELES","90067-6272","10250 CONSTELLATION 90067","9903 SANTA MONICA BLVD UNIT #853","BEVERLY HILLS","90212-1671","445100","Grocery stores (including supermarkets & convenience stores without gas)","5","08/12/2022",,"POINT (34.0571 34.0571)"
"0003328501-0001-5","HASMIK HAMBARYAN",,"1710 GARFIELD PLACE","LOS ANGELES","90028-5904","1710 GARFIELD 90028-5904","1710 GARFIELD PLACE","LOS ANGELES","90028-5904","445100","Grocery stores (including supermarkets & convenience stores without gas)","0","09/01/2022",,"POINT (-118.3103 34.1022)"
"0003328814-0001-7","JCI CAPITAL LLC","SUNNY GROCERY","2915 W OLYMPIC BLVD","LOS ANGELES","90006-2505","2915 OLYMPIC 90006-2505",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","0","09/01/2022",,"POINT (-118.2982 34.0529)"
"0003329006-0001-4","STEPHANIE A GREENE","NOURISHMENT","5665 WILSHIRE BLVD SUITE #1252","LOS ANGELES","90036-3710","5665 WILSHIRE 90036-3710",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","11","08/01/2022",,
"0003329803-0001-6","MD ABDUL MOTALEB","SIXTERN BD MART/KIM'S MART","3917 W 6TH STREET","LOS ANGELES","90020-4202","3917 6th 90020-4202","3917 W 6TH STREET","LOS ANGELES","90020-4202","445100","Grocery stores (including supermarkets & convenience stores without gas)","10","06/23/2022",,"POINT (-118.3083 34.0637)"
"0003330656-0001-2","TAYLOR'S THERAPEUTIC MOUTHWASH",,"10607 JUNIPER STREET","LOS ANGELES","90002-3822","10607 JUNIPER 90002-3822","10607 JUNIPER STREET","LOS ANGELES","90002-3822","445100","Grocery stores (including supermarkets & convenience stores without gas)","15","07/01/2022",,"POINT (33.9395 33.9395)"
"0003332229-0001-7","THE SUPER 4 INC",,"3601 S WESTERN AVENUE UNIT #A","LOS ANGELES","90018-3826","3601 WESTERN 90018",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","8","05/04/2022",,"POINT (34.0227 34.0227)"
"0003332315-0001-3","AMADA BANDALA","LUNA'S ICEED COFFEE","3001 DIVISION STREET","LOS ANGELES","90065-2011","3001 DIVISION 90065-2011",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","0","09/20/2022",,
"0003332550-0001-1","YH BRANDS INC",,"3640 WILSHIRE BLVD #100","LOS ANGELES","90010-2657","3640 Wilshire 90010-2657",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","10","09/15/2022",,"POINT (-118.3045 34.0611)"
"0003332611-0001-0","SAMAR S MULTANI INC","MY LIQUOR BANK","8910 S CENTRAL AVENUE","LOS ANGELES","90002-1738","8910 Central 90002-1738",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","9","09/22/2022",,"POINT (-118.2561 33.9552)"
"0003334727-0001-3","TULIKA AICH","HOLLYWOOD BAZAAR","6701 HOLLYWOOD BLVD","LOS ANGELES","90028-4604","6701 HOLLYWOOD 90028-4604",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","13","10/03/2022",,"POINT (-118.3365 34.1019)"
"0003335238-0001-8","LA PERLA DE ORIENTE MINI MARKET LLC",,"6416 S NORMANDIE AVENUE","LOS ANGELES","90044-2630","6416 NORMANDIE 90044","535 W 88TH STREET","LOS ANGELES","90044-5707","445100","Grocery stores (including supermarkets & convenience stores without gas)","8","10/16/2022",,"POINT (33.9809 33.9809)"
"0003337787-0001-7","GILDARDO PEREZ LINARES","MAVI MARKET","1674 W ADAMS BLVD","LOS ANGELES","90007-1535","1674 ADAMS 90007","1674 W ADAMS BLVD","LOS ANGELES","90007-1535","445100","Grocery stores (including supermarkets & convenience stores without gas)","8","11/01/2022",,"POINT (34.0327 34.0327)"
"0003338033-0001-1","LA HOMEFARM INC",,"3389 EAGLE ROCK BLVD","LOS ANGELES","90065-2851","3389 EAGLE ROCK 90065",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","1","11/15/2022",,"POINT (34.1143 34.1143)"
"0003343258-0001-7","VAR ON GINSENG INC","PCT GINSENG & HERBS","831 N BROADWAY","LOS ANGELES","90012-2309","831 Broadway 90012-2309","810 N BROADWAY","LOS ANGELES","90012-5838","445100","Grocery stores (including supermarkets & convenience stores without gas)","1","11/01/2022",,"POINT (-118.2383 34.0633)"
"0003346998-0001-1","12912 VENICE BLVD LLC",,"12912 VENICE BLVD","LOS ANGELES","90066-3555","12912 Venice 90066-3555","10940 WILSHIRE BLVD SUITE #2010","LOS ANGELES","90024-3955","445100","Grocery stores (including supermarkets & convenience stores without gas)","11","06/01/2021",,"POINT (-118.4415 33.9993)"
"0003347061-0001-1","PANTALEON GARCIA","PANTALEON'S MINI MARKET","5430 COMPTON AVENUE","LOS ANGELES","90011-4940","5430 COMPTON 90011",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","9","01/03/2023",,"POINT (33.9936 33.9936)"
"0003347262-0001-2","BHC USA LLC",,"3435 WILSHIRE BLVD SUITE #460","LOS ANGELES","90010-1918","3435 WILSHIRE 90010",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","10","01/04/2023",,"POINT (34.0624 34.0624)"
"0003348577-0001-1","SERGIO RUIZ MOYA","SERGIO'S MINI MARKET","5253 S BROADWAY","LOS ANGELES","90037-3848","5253 BROADWAY 90037",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","9","01/01/2023",,"POINT (33.9948 33.9948)"
"0003350704-0001-6","D&H MANAGEMENT CORPORATION","CHIVAS FARM MARKET","7902 S BROADWAY","LOS ANGELES","90003-2438","7902 BROADWAY 90003",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","9","01/31/2023",,"POINT (33.9677 33.9677)"
"0003350889-0001-6","MARTIN RAMIREZ","JOCELYN’S MARKET | JOCELYNS MARKET","527 S GRANDE VISTA AVENUE","LOS ANGELES","90063-3132","527 GRANDE VISTA 90063-3132","1004 S MCDONNELL AVENUE","LOS ANGELES","90022-2922","445100","Grocery stores (including supermarkets & convenience stores without gas)","0","01/23/2023",,"POINT (-118.2019 34.0334)"
"0003351577-0001-6","LUZ DE LA LUNA LLC","EL SERENO GREENGROCER","5761 HUNTINGTON DRIVE N","LOS ANGELES","90032-1326","5761 HUNTINGTON 90032-1326",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","0","04/01/2023",,"POINT (-118.1555 34.098)"
"0003352301-0001-4","SOUTH AFRICA LLC","HOLSMOKES TOBACCO AND MINI MARKET","2411 W OLYMPIC BLVD SUITE #2","LOS ANGELES","90006-2000","2411 OLYMPIC 90006-2000",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","0","02/15/2023",,"POINT (-118.2838 34.0526)"
"0003353617-0001-7","RE GROCERY ONLINE LLC",,"5046 YORK BLVD","LOS ANGELES","90042-1714","5046 YORK 90042",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","14","11/18/2021",,"POINT (34.1209 34.1209)"
"0003353646-0001-3","RE GROCERY CA PAYROLL LLC",,"5046 YORK BLVD","LOS ANGELES","90042-1714","5046 YORK 90042",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","14","02/28/2022",,"POINT (34.1209 34.1209)"
"0003354126-0001-2","RE GROCERY INC",,"5046 YORK BLVD","LOS ANGELES","90042-1714","5046 YORK 90042",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","14","06/20/2021",,"POINT (34.1209 34.1209)"
"0003356391-0001-6","CHOPPED PARSLEY MANAGEMENT LLC",,"5075 HOLLYWOOD BLVD","LOS ANGELES","90027-6109","5075 HOLLYWOOD 90027-6109",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","0","01/01/2023",,"POINT (-118.3 34.1019)"
"0003356552-0001-2","SADASHIV CORPORATION","7-ELEVEN STORE 23169C","1075 S FAIRFAX AVENUE","LOS ANGELES","90019-4402","1075 Fairfax 90019-4402","POST OFFICE BOX #139044","DALLAS","75313-9044","445100","Grocery stores (including supermarkets & convenience stores without gas)","10","02/10/2023",,"POINT (-118.3652 34.056)"
"0003359150-0001-2","NOEL'S LIQUOR STORE LLC",,"6267 WHITTIER BLVD","LOS ANGELES","90022-4505","6267 WHITTIER 90022",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","0","01/01/2023",,"POINT (34.0162 34.0162)"
"0003360537-0001-1","MKCOI ZENO BEAUTY MAKEUP AND WELLNESS LLC","MKCOI ZENO","5327 S MULLEN AVENUE","LOS ANGELES","90043-1748","5327 MULLEN 90043-1748",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","0","03/01/2023",,"POINT (33.994 33.994)"
"0003363652-0001-5","S MART",,"4801 S MAIN STREET","LOS ANGELES","90037-3218","4801 MAIN 90037",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","9","03/16/2023",,"POINT (33.999 33.999)"
"0003364326-0001-5","LET IT SHINE, INC",,"8624 W PICO BLVD","LOS ANGELES","90035-2302","8624 PICO 90035",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","5","03/13/2023",,"POINT (34.0536 34.0536)"
"0003365785-0001-2","ROSHDEY RASHED","A MARKET","1601 E IMPERIAL HIGHWAY SUITE #104","LOS ANGELES","90059-2519","1601 IMPERIAL 90059",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","15","03/29/2023",,"POINT (33.9299 33.9299)"
"0003366043-0001-9","AUTRE NOM LLC","BAHR CAFE","1933 S BROADWAY","LOS ANGELES","90007-4501","1933 BROADWAY 90007-4501","3313 LONDON STREET","LOS ANGELES","90026-3704","445100","Grocery stores (including supermarkets & convenience stores without gas)","9","06/22/2022",,"POINT (-118.2669 34.0308)"
"0003366121-0001-1","GREEN BKH CORPORATION, INC","SANTANA MARKET","7724 S MAIN STREET","LOS ANGELES","90003-2402","7724 Main 90003-2402",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","9","04/01/2023",,"POINT (-118.2735 33.969)"
"0003366121-0002-9","GREEN BKH CORPORATION, INC","SUN MARKET","2200 E 4TH STREET","LOS ANGELES","90033-4304","2200 4th 90033-4304","341 S KENMORE AVENUE APT #319","LOS ANGELES","90020-2325","445100","Grocery stores (including supermarkets & convenience stores without gas)","14","09/29/2025",,"POINT (-118.2142 34.0414)"
"0003366350-0001-3","ARLEN IVETH OVIEDO GARCIA","OVIEDO TIENDITA","902 W 59TH DRIVE","LOS ANGELES","90044-5502","902 59th 90044-5502",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","9","04/03/2023",,"POINT (-118.2895 33.986)"
"0003366789-0001-8","1 STOP SMOKE'S MART",,"4376 S WESTERN AVENUE #C","LOS ANGELES","90062-1662","4376 Western 90062-1662",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","8","04/01/2023",,"POINT (-118.3086 34.004)"
"0003367771-0001-5","JASL, INC","ROSE MARKET LA","3300 OVERLAND AVENUE SUITE #107","LOS ANGELES","90034-3592","3300 OVERLAND 90034",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","5","05/01/2023",,"POINT (34.0275 34.0275)"
"0003370573-0001-3","Z & K RETAI INC","HABIBI MARKET","909 E 7TH STREET","LOS ANGELES","90021-1407","909 7TH 90021","10431 OAKHAVEN DRIVE","STANTON","90680-1439","445100","Grocery stores (including supermarkets & convenience stores without gas)","14","04/21/2023",,"POINT (34.039 34.039)"
"0003372486-0001-7","EDRAS DAVID OXLAJ LARIOS","TIENDA SAN CARLOS","6427 S NORMANDIE AVENUE","LOS ANGELES","90044-","6427 NORMANDIE 90044",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","0","05/02/2023",,"POINT (0 0)"
"0003373572-0001-1","MEDITERRANEAN MARKET INC",,"6333 W 3RD STREET SUITE #328","LOS ANGELES","90036-3185","6333 3RD 90036",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","0","05/09/2023",,"POINT (34.0722 34.0722)"
"0003377782-0001-0","KCANDY INC","MUNCHIES LA","8859 W PICO BLVD","LOS ANGELES","90035-3335","8859 PICO 90035",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","5","05/30/2023",,"POINT (34.0553 34.0553)"
"0003377960-0001-0","BIG JOHN'S GROCERY INC.",,"2730 WABASH AVENUE","LOS ANGELES","90033-2603","2730 WABASH 90033",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","14","05/16/2023",,"POINT (34.0507 34.0507)"
"0003380846-0001-7","UPTOWN MARKET INC","A-1 MARKET","2435 W TEMPLE STREET","LOS ANGELES","90026-4817","2435 TEMPLE 90026",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","13","06/22/2023",,"POINT (34.0719 34.0719)"
"0003381172-0001-0","RINGO MARKET INC",,"340 S SAN PEDRO STREET SUITE #A","LOS ANGELES","90013-1628","340 San Pedro 90013-1628",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","14","06/29/2023",,"POINT (-118.2427 34.046)"
"0003381308-0001-8","SINGH STORES GROUP INC","7-ELEVEN STORE 39219C","4901 SANTA MONICA BLVD","LOS ANGELES","90029-2537","4901 SANTA MONICA 90029-2537","POST OFFICE BOX #139044","DALLAS","75313-9044","445100","Grocery stores (including supermarkets & convenience stores without gas)","13","06/27/2023",,"POINT (-118.2965 34.0911)"
"0003381891-0001-0","USCHITTAGONG CORPORATION, INC","BARUA MARKET","1507 W 24TH STREET","LOS ANGELES","90007-1501","1507 24th 90007-1501",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","8","07/05/2023",,"POINT (-118.2937 34.0347)"
"0003383099-0001-5","V'S MINI MARKET LLC","V'S MINI MARKET LLC","10406 S FIGUEROA STREET","LOS ANGELES","90003-4424","10406 Figueroa 90003-4424","729 W 47TH STREET","LOS ANGELES","90037-3123","445100","Grocery stores (including supermarkets & convenience stores without gas)","8","06/20/2023",,"POINT (-118.2822 33.9416)"
"0003385482-0001-7","JAIME MERCEL TEODOCIO","MERCEL'S MEAT MARKET","2500 S CENTRAL AVENUE","LOS ANGELES","90011-1635","2500 CENTRAL 90011-1635",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","0","07/25/2023",,"POINT (-118.2543 34.0196)"
"0003386711-0001-9","JULIO GONZALEZ","WASHINGTON MINI MARKET","3404 W WASHINGTON BLVD","LOS ANGELES","90018-1252","3404 WASHINGTON 90018-1252",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","0","08/02/2023",,"POINT (-118.3214 34.0398)"
"0003387254-0001-3","A & O RETAIL LLC","7TH ST MARKET","801 E 7TH STREET UNIT #103","LOS ANGELES","90021-1449","801 7TH 90021-1449","10431 S OAKHAVEN DRIVE","STANTON","90680-1439","445100","Grocery stores (including supermarkets & convenience stores without gas)","0","09/01/2023",,"POINT (-118.2444 34.0397)"
"0003387939-0001-6","KARLA Y TORRES SOSA & SONIA E SOSA LOPEZ","MARKET LA ESQUINITA SALVADORENA","5511 1/4 S BROADWAY","LOS ANGELES","90037-","5511 BROADWAY 90037","326 W 55TH STREET","LOS ANGELES","90037-4106","445100","Grocery stores (including supermarkets & convenience stores without gas)","0","08/10/2023",,"POINT (0 0)"
"0003388096-0001-8","SJ HOPEFULLY CORPORATION","JOHN'S MARKET","1462 W MARTIN LUTHER KING JR BLVD","LOS ANGELES","90062-1225","1462 MARTIN LUTHER KING JR 90062",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","8","08/01/2023",,"POINT (34.0105 34.0105)"
"0003390453-0001-1","MOFTI SALIH","H & A MARKET","6901 S FIGUEROA STREET","LOS ANGELES","90003-1715","6901 FIGUEROA 90003-1715",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","0","07/20/2023",,"POINT (-118.283 33.9772)"
"0003391243-0001-8","CHEEMA INVESTMENT LLC",,"300 S SANTA FE AVENUE SUITE #C","LOS ANGELES","90013-3100","300 SANTA FE 90013-3100","2726 PALO ALTO AVENUE","CLOVIS","93611-6827","445100","Grocery stores (including supermarkets & convenience stores without gas)","0","09/15/2023",,"POINT (-118.2324 34.0434)"
